,X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
1745,2.78E+00,3.42E-01,1.39E+00,3.09E+02
1746,2.78E+00,3.44E-01,1.39E+00,3.09E+02
1747,5.55E+00,9.66E+00,3.86E+00,2.92E+02
1748,5.53E+00,9.59E+00,3.86E+00,2.92E+02
1749,5.52E+00,9.50E+00,3.86E+00,2.92E+02
1750,5.52E+00,9.49E+00,3.86E+00,2.92E+02
1751,5.51E+00,9.47E+00,3.86E+00,2.92E+02
1752,5.51E+00,9.44E+00,3.86E+00,2.93E+02
1753,5.50E+00,9.41E+00,3.86E+00,2.93E+02
1754,5.49E+00,9.36E+00,3.86E+00,2.93E+02
1755,5.48E+00,9.32E+00,3.86E+00,2.93E+02
1756,5.47E+00,9.27E+00,3.86E+00,2.93E+02
1757,5.45E+00,9.17E+00,3.87E+00,2.93E+02
1758,5.41E+00,8.97E+00,3.87E+00,2.93E+02
1759,5.33E+00,8.61E+00,3.87E+00,2.93E+02
1760,5.31E+00,8.54E+00,3.87E+00,2.93E+02
1761,5.28E+00,8.40E+00,3.87E+00,2.93E+02
1762,5.22E+00,8.15E+00,3.87E+00,2.93E+02
1763,5.10E+00,7.68E+00,3.86E+00,2.93E+02
1764,4.96E+00,7.15E+00,3.86E+00,2.94E+02
1765,4.84E+00,6.75E+00,3.85E+00,2.94E+02
1766,4.62E+00,6.02E+00,3.86E+00,2.94E+02
1767,4.33E+00,5.15E+00,3.86E+00,2.94E+02
1768,4.12E+00,4.55E+00,3.86E+00,2.94E+02
1769,3.90E+00,3.91E+00,3.85E+00,2.94E+02
1770,3.75E+00,3.46E+00,3.83E+00,2.94E+02
1771,3.51E+00,2.65E+00,3.74E+00,2.94E+02
1772,3.36E+00,1.94E+00,3.62E+00,2.94E+02
1773,3.33E+00,1.78E+00,3.59E+00,2.94E+02
1774,3.28E+00,1.48E+00,3.52E+00,2.94E+02
1775,3.23E+00,1.16E+00,3.43E+00,2.94E+02
1776,3.18E+00,8.42E-01,3.32E+00,2.94E+02
1777,3.15E+00,7.34E-01,3.27E+00,2.94E+02
1778,3.09E+00,5.78E-01,3.14E+00,2.94E+02
1779,3.05E+00,5.15E-01,3.06E+00,2.94E+02
1780,2.97E+00,4.36E-01,2.89E+00,2.94E+02
1781,2.79E+00,3.83E-01,2.48E+00,2.94E+02
1782,2.75E+00,3.84E-01,2.40E+00,2.94E+02
1783,2.68E+00,3.94E-01,2.24E+00,2.94E+02
1784,2.60E+00,4.24E-01,2.06E+00,2.94E+02
1785,2.58E+00,4.36E-01,2.00E+00,2.94E+02
1786,2.53E+00,4.65E-01,1.91E+00,2.94E+02
1787,2.46E+00,5.40E-01,1.78E+00,2.94E+02
1788,2.40E+00,6.50E-01,1.69E+00,2.95E+02
1789,2.39E+00,6.75E-01,1.67E+00,2.95E+02
1790,2.37E+00,7.32E-01,1.65E+00,2.95E+02
1791,2.34E+00,8.60E-01,1.62E+00,2.96E+02
1792,2.33E+00,9.27E-01,1.61E+00,2.95E+02
1793,2.32E+00,9.95E-01,1.60E+00,2.97E+02
1794,2.31E+00,1.07E+00,1.59E+00,3.00E+02
1795,2.30E+00,1.14E+00,1.58E+00,3.01E+02
1796,2.30E+00,1.26E+00,1.57E+00,3.02E+02
1797,2.30E+00,1.43E+00,1.56E+00,3.05E+02
1798,2.30E+00,1.50E+00,1.55E+00,3.04E+02
1799,2.31E+00,1.55E+00,1.55E+00,3.03E+02
1800,2.32E+00,1.63E+00,1.55E+00,3.03E+02
1801,2.33E+00,1.79E+00,1.55E+00,3.03E+02
1802,2.37E+00,2.00E+00,1.55E+00,3.04E+02
1803,2.38E+00,2.02E+00,1.55E+00,3.03E+02
1804,2.39E+00,2.08E+00,1.55E+00,3.03E+02
1805,2.42E+00,2.20E+00,1.54E+00,3.02E+02
1806,2.48E+00,2.38E+00,1.54E+00,3.02E+02
1807,2.53E+00,2.51E+00,1.54E+00,3.01E+02
1808,2.58E+00,2.61E+00,1.54E+00,3.01E+02
1809,2.64E+00,2.71E+00,1.54E+00,3.01E+02
1810,2.65E+00,2.74E+00,1.54E+00,3.01E+02
1811,2.68E+00,2.79E+00,1.54E+00,3.00E+02
1812,2.76E+00,2.91E+00,1.54E+00,2.99E+02
1813,2.79E+00,2.95E+00,1.54E+00,3.00E+02
1814,2.84E+00,3.03E+00,1.53E+00,3.00E+02
1815,2.90E+00,3.11E+00,1.53E+00,2.96E+02
1816,3.02E+00,3.25E+00,1.54E+00,2.96E+02
1817,3.23E+00,3.47E+00,1.54E+00,2.96E+02
1818,3.61E+00,3.84E+00,1.56E+00,2.95E+02
1819,4.05E+00,4.25E+00,1.59E+00,2.95E+02
1820,4.17E+00,4.37E+00,1.61E+00,2.95E+02
1821,4.40E+00,4.59E+00,1.66E+00,2.95E+02
1822,4.52E+00,4.71E+00,1.69E+00,2.95E+02
1823,4.73E+00,4.92E+00,1.78E+00,2.95E+02
1824,4.84E+00,5.05E+00,1.84E+00,2.95E+02
1825,5.04E+00,5.25E+00,1.98E+00,2.95E+02
1826,5.21E+00,5.39E+00,2.14E+00,2.95E+02
1827,5.36E+00,5.49E+00,2.32E+00,2.95E+02
1828,5.42E+00,5.52E+00,2.41E+00,2.95E+02
1829,5.53E+00,5.56E+00,2.57E+00,2.95E+02
1830,5.64E+00,5.58E+00,2.77E+00,2.95E+02
1831,5.79E+00,5.53E+00,3.05E+00,2.95E+02
1832,5.86E+00,5.47E+00,3.20E+00,2.95E+02
1833,5.90E+00,5.42E+00,3.32E+00,2.95E+02
1834,5.93E+00,5.35E+00,3.45E+00,2.95E+02
1835,5.92E+00,5.28E+00,3.60E+00,2.95E+02
1836,5.90E+00,5.21E+00,3.72E+00,2.95E+02
1837,5.87E+00,5.14E+00,3.83E+00,2.95E+02
1838,5.79E+00,5.02E+00,4.00E+00,2.95E+02
1839,5.64E+00,4.84E+00,4.22E+00,2.95E+02
1840,5.42E+00,4.61E+00,4.44E+00,2.95E+02
1841,5.30E+00,4.48E+00,4.53E+00,2.95E+02
1842,5.09E+00,4.28E+00,4.65E+00,2.95E+02
1843,4.98E+00,4.15E+00,4.69E+00,2.95E+02
1844,4.77E+00,3.88E+00,4.74E+00,2.95E+02
1845,4.73E+00,3.83E+00,4.75E+00,2.95E+02
1846,4.66E+00,3.72E+00,4.76E+00,2.95E+02
1847,4.53E+00,3.46E+00,4.77E+00,2.95E+02
1848,4.49E+00,3.36E+00,4.77E+00,2.95E+02
1849,4.40E+00,3.15E+00,4.77E+00,2.95E+02
1850,4.30E+00,2.89E+00,4.77E+00,2.95E+02
1851,4.26E+00,2.76E+00,4.76E+00,2.95E+02
1852,4.17E+00,2.44E+00,4.76E+00,2.95E+02
1853,4.07E+00,2.04E+00,4.77E+00,2.95E+02
1854,4.01E+00,1.81E+00,4.78E+00,2.95E+02
1855,3.92E+00,1.29E+00,4.80E+00,2.95E+02
1856,3.91E+00,1.22E+00,4.80E+00,2.95E+02
1857,3.89E+00,1.07E+00,4.80E+00,2.95E+02
1858,3.86E+00,7.96E-01,4.82E+00,2.95E+02
1859,3.85E+00,6.61E-01,4.83E+00,2.95E+02
1860,3.85E+00,4.38E-01,4.89E+00,2.95E+02
1861,3.86E+00,3.79E-01,4.91E+00,2.95E+02
1862,3.88E+00,2.77E-01,4.97E+00,2.95E+02
1863,3.90E+00,2.12E-01,5.02E+00,2.95E+02
1864,3.97E+00,1.15E-01,5.15E+00,2.95E+02
1865,4.07E+00,3.74E-02,5.30E+00,2.95E+02
1866,4.19E+00,-1.61E-02,5.43E+00,2.95E+02
1867,4.32E+00,-5.46E-02,5.51E+00,2.95E+02
1868,4.35E+00,-6.33E-02,5.52E+00,2.95E+02
1869,4.42E+00,-8.19E-02,5.55E+00,2.95E+02
1870,4.47E+00,-9.67E-02,5.57E+00,2.95E+02
1871,4.57E+00,-1.23E-01,5.59E+00,2.95E+02
1872,4.62E+00,-1.38E-01,5.60E+00,2.95E+02
1873,4.71E+00,-1.65E-01,5.63E+00,2.95E+02
1874,4.78E+00,-1.92E-01,5.64E+00,2.95E+02
1875,4.85E+00,-2.13E-01,5.65E+00,2.95E+02
1876,4.91E+00,-2.35E-01,5.66E+00,2.95E+02
1877,4.96E+00,-2.49E-01,5.67E+00,2.95E+02
1878,4.99E+00,-2.61E-01,5.67E+00,2.95E+02
1879,5.02E+00,-2.78E-01,5.68E+00,2.95E+02
1880,5.05E+00,-2.90E-01,5.68E+00,2.95E+02
1881,5.06E+00,-2.97E-01,5.68E+00,2.95E+02
1882,5.07E+00,-3.02E-01,5.68E+00,2.95E+02
1883,5.08E+00,-3.05E-01,5.68E+00,2.95E+02
1884,5.08E+00,-3.06E-01,5.68E+00,2.95E+02
1885,5.09E+00,-3.07E-01,5.68E+00,2.95E+02
1886,5.41E+00,9.69E+00,4.03E+00,2.92E+02
1887,5.40E+00,9.62E+00,4.03E+00,2.92E+02
1888,5.38E+00,9.52E+00,4.03E+00,2.92E+02
1889,5.35E+00,9.33E+00,4.03E+00,2.92E+02
1890,5.31E+00,9.10E+00,4.03E+00,2.92E+02
1891,5.23E+00,8.73E+00,4.04E+00,2.93E+02
1892,5.16E+00,8.38E+00,4.04E+00,2.93E+02
1893,5.11E+00,8.14E+00,4.04E+00,2.93E+02
1894,5.03E+00,7.76E+00,4.05E+00,2.94E+02
1895,4.95E+00,7.44E+00,4.05E+00,2.94E+02
1896,4.82E+00,6.92E+00,4.06E+00,2.94E+02
1897,4.67E+00,6.34E+00,4.06E+00,2.94E+02
1898,4.49E+00,5.69E+00,4.07E+00,2.94E+02
1899,4.23E+00,4.83E+00,4.07E+00,2.94E+02
1900,3.97E+00,4.02E+00,4.06E+00,2.94E+02
1901,3.83E+00,3.54E+00,4.05E+00,2.94E+02
1902,3.70E+00,3.10E+00,4.02E+00,2.94E+02
1903,3.62E+00,2.80E+00,4.00E+00,2.94E+02
1904,3.49E+00,2.22E+00,3.95E+00,2.94E+02
1905,3.39E+00,1.72E+00,3.89E+00,2.94E+02
1906,3.37E+00,1.57E+00,3.87E+00,2.94E+02
1907,3.32E+00,1.29E+00,3.83E+00,2.94E+02
1908,3.26E+00,9.90E-01,3.79E+00,2.94E+02
1909,3.25E+00,9.36E-01,3.78E+00,2.94E+02
1910,3.22E+00,8.35E-01,3.76E+00,2.94E+02
1911,3.16E+00,6.63E-01,3.72E+00,2.94E+02
1912,3.13E+00,6.06E-01,3.70E+00,2.94E+02
1913,3.07E+00,5.15E-01,3.66E+00,2.94E+02
1914,2.95E+00,4.16E-01,3.57E+00,2.94E+02
1915,2.77E+00,3.77E-01,3.46E+00,2.94E+02
1916,2.45E+00,4.14E-01,3.27E+00,2.94E+02
1917,2.32E+00,4.51E-01,3.18E+00,2.94E+02
1918,2.07E+00,5.46E-01,3.02E+00,2.94E+02
1919,1.80E+00,6.95E-01,2.82E+00,2.94E+02
1920,1.70E+00,7.81E-01,2.73E+00,2.94E+02
1921,1.55E+00,9.93E-01,2.59E+00,2.94E+02
1922,1.49E+00,1.14E+00,2.52E+00,2.94E+02
1923,1.46E+00,1.27E+00,2.48E+00,2.94E+02
1924,1.46E+00,1.55E+00,2.43E+00,2.94E+02
1925,1.54E+00,1.90E+00,2.41E+00,2.94E+02
1926,1.72E+00,2.33E+00,2.43E+00,2.94E+02
1927,1.95E+00,2.71E+00,2.44E+00,2.94E+02
1928,2.02E+00,2.82E+00,2.44E+00,2.94E+02
1929,2.17E+00,3.04E+00,2.43E+00,2.94E+02
1930,2.36E+00,3.30E+00,2.39E+00,2.94E+02
1931,2.49E+00,3.47E+00,2.35E+00,2.94E+02
1932,2.76E+00,3.79E+00,2.25E+00,2.95E+02
1933,2.94E+00,3.97E+00,2.18E+00,2.95E+02
1934,3.36E+00,4.28E+00,2.04E+00,2.95E+02
1935,3.72E+00,4.51E+00,1.98E+00,2.95E+02
1936,3.86E+00,4.60E+00,1.97E+00,2.95E+02
1937,4.14E+00,4.77E+00,1.99E+00,2.95E+02
1938,4.29E+00,4.88E+00,2.03E+00,2.95E+02
1939,4.54E+00,5.07E+00,2.14E+00,2.95E+02
1940,4.71E+00,5.21E+00,2.28E+00,2.95E+02
1941,4.80E+00,5.30E+00,2.38E+00,2.95E+02
1942,4.91E+00,5.42E+00,2.61E+00,2.95E+02
1943,4.93E+00,5.45E+00,2.70E+00,2.95E+02
1944,4.94E+00,5.49E+00,2.85E+00,2.95E+02
1945,4.94E+00,5.50E+00,2.92E+00,2.95E+02
1946,4.90E+00,5.46E+00,3.04E+00,2.95E+02
1947,4.87E+00,5.41E+00,3.09E+00,2.95E+02
1948,4.79E+00,5.28E+00,3.17E+00,2.95E+02
1949,4.67E+00,5.07E+00,3.26E+00,2.95E+02
1950,4.64E+00,5.02E+00,3.27E+00,2.95E+02
1951,4.57E+00,4.91E+00,3.30E+00,2.95E+02
1952,4.41E+00,4.63E+00,3.35E+00,2.94E+02
1953,4.37E+00,4.56E+00,3.36E+00,2.94E+02
1954,4.27E+00,4.38E+00,3.38E+00,2.94E+02
1955,4.07E+00,3.97E+00,3.39E+00,2.94E+02
1956,4.03E+00,3.88E+00,3.39E+00,2.94E+02
1957,3.95E+00,3.70E+00,3.38E+00,2.94E+02
1958,3.80E+00,3.32E+00,3.34E+00,2.94E+02
1959,3.69E+00,3.00E+00,3.28E+00,2.94E+02
1960,3.57E+00,2.53E+00,3.15E+00,2.94E+02
1961,3.52E+00,2.09E+00,2.99E+00,2.94E+02
1962,3.53E+00,1.64E+00,2.80E+00,2.94E+02
1963,3.55E+00,1.44E+00,2.71E+00,2.94E+02
1964,3.62E+00,1.09E+00,2.50E+00,2.94E+02
1965,3.65E+00,1.01E+00,2.43E+00,2.94E+02
1966,3.70E+00,8.71E-01,2.30E+00,2.94E+02
1967,3.75E+00,8.11E-01,2.21E+00,2.94E+02
1968,3.84E+00,7.50E-01,2.02E+00,2.94E+02
1969,3.97E+00,7.59E-01,1.82E+00,2.94E+02
1970,4.14E+00,8.35E-01,1.65E+00,2.94E+02
1971,4.34E+00,9.73E-01,1.50E+00,2.94E+02
1972,4.52E+00,1.11E+00,1.41E+00,2.94E+02
1973,4.84E+00,1.39E+00,1.30E+00,2.94E+02
1974,4.97E+00,1.51E+00,1.27E+00,2.95E+02
1975,5.21E+00,1.73E+00,1.26E+00,2.95E+02
1976,5.46E+00,1.93E+00,1.28E+00,2.95E+02
1977,5.62E+00,2.05E+00,1.31E+00,2.95E+02
1978,5.74E+00,2.13E+00,1.35E+00,2.95E+02
1979,5.93E+00,2.24E+00,1.43E+00,2.95E+02
1980,6.14E+00,2.36E+00,1.54E+00,2.95E+02
1981,6.49E+00,2.50E+00,1.83E+00,2.95E+02
1982,6.55E+00,2.53E+00,1.89E+00,2.95E+02
1983,6.65E+00,2.56E+00,2.02E+00,2.95E+02
1984,6.81E+00,2.61E+00,2.28E+00,2.95E+02
1985,6.89E+00,2.64E+00,2.46E+00,2.95E+02
1986,6.96E+00,2.65E+00,2.82E+00,2.95E+02
1987,6.94E+00,2.62E+00,3.23E+00,2.95E+02
1988,6.88E+00,2.58E+00,3.50E+00,2.95E+02
1989,6.82E+00,2.54E+00,3.76E+00,2.95E+02
1990,6.78E+00,2.51E+00,3.89E+00,2.95E+02
1991,6.73E+00,2.45E+00,4.16E+00,2.95E+02
1992,6.70E+00,2.41E+00,4.28E+00,2.95E+02
1993,6.69E+00,2.32E+00,4.52E+00,2.95E+02
1994,6.70E+00,2.28E+00,4.61E+00,2.95E+02
1995,6.74E+00,2.17E+00,4.77E+00,2.95E+02
1996,6.75E+00,2.14E+00,4.80E+00,2.95E+02
1997,6.78E+00,2.09E+00,4.85E+00,2.95E+02
1998,6.87E+00,1.97E+00,4.93E+00,2.95E+02
1999,6.97E+00,1.85E+00,4.97E+00,2.95E+02
2000,7.03E+00,1.79E+00,4.98E+00,2.95E+02
2001,7.16E+00,1.66E+00,4.96E+00,2.95E+02
2002,7.28E+00,1.57E+00,4.92E+00,2.95E+02
2003,7.48E+00,1.47E+00,4.83E+00,2.95E+02
2004,7.61E+00,1.44E+00,4.76E+00,2.95E+02
2005,7.86E+00,1.44E+00,4.61E+00,2.95E+02
2006,7.95E+00,1.46E+00,4.55E+00,2.95E+02
2007,8.10E+00,1.54E+00,4.42E+00,2.95E+02
2008,8.22E+00,1.68E+00,4.27E+00,2.95E+02
2009,8.29E+00,1.82E+00,4.16E+00,2.95E+02
2010,8.33E+00,2.11E+00,3.99E+00,2.95E+02
2011,8.32E+00,2.36E+00,3.88E+00,2.95E+02
2012,8.22E+00,2.84E+00,3.78E+00,2.95E+02
2013,8.15E+00,3.10E+00,3.78E+00,2.95E+02
2014,8.03E+00,3.44E+00,3.84E+00,2.95E+02
2015,7.83E+00,3.88E+00,3.99E+00,2.95E+02
2016,7.56E+00,4.26E+00,4.21E+00,2.95E+02
2017,7.42E+00,4.40E+00,4.32E+00,2.95E+02
2018,7.12E+00,4.60E+00,4.50E+00,2.95E+02
2019,6.74E+00,4.73E+00,4.67E+00,2.95E+02
2020,6.40E+00,4.76E+00,4.80E+00,2.95E+02
2021,6.02E+00,4.72E+00,4.92E+00,2.95E+02
2022,5.80E+00,4.66E+00,4.98E+00,2.95E+02
2023,5.43E+00,4.54E+00,5.07E+00,2.95E+02
2024,5.09E+00,4.39E+00,5.13E+00,2.95E+02
2025,4.91E+00,4.29E+00,5.14E+00,2.95E+02
2026,4.69E+00,4.15E+00,5.14E+00,2.95E+02
2027,4.58E+00,4.05E+00,5.12E+00,2.95E+02
2028,4.37E+00,3.83E+00,5.05E+00,2.95E+02
2029,4.26E+00,3.65E+00,5.00E+00,2.95E+02
2030,4.18E+00,3.50E+00,4.95E+00,2.95E+02
2031,4.11E+00,3.33E+00,4.92E+00,2.95E+02
2032,4.00E+00,2.98E+00,4.88E+00,2.95E+02
2033,3.95E+00,2.80E+00,4.87E+00,2.95E+02
2034,3.86E+00,2.36E+00,4.88E+00,2.95E+02
2035,3.74E+00,1.72E+00,4.92E+00,2.95E+02
2036,3.63E+00,1.15E+00,4.95E+00,2.95E+02
2037,3.61E+00,1.06E+00,4.96E+00,2.95E+02
2038,3.57E+00,9.12E-01,4.97E+00,2.95E+02
2039,3.50E+00,7.03E-01,5.02E+00,2.95E+02
2040,3.45E+00,6.06E-01,5.07E+00,2.95E+02
2041,3.36E+00,5.11E-01,5.21E+00,2.95E+02
2042,3.33E+00,5.03E-01,5.24E+00,2.95E+02
2043,3.29E+00,4.96E-01,5.29E+00,2.95E+02
2044,3.19E+00,5.16E-01,5.41E+00,2.95E+02
2045,3.14E+00,5.44E-01,5.47E+00,2.94E+02
2046,3.02E+00,6.39E-01,5.56E+00,2.94E+02
2047,3.00E+00,6.58E-01,5.57E+00,2.94E+02
2048,2.97E+00,6.99E-01,5.60E+00,2.94E+02
2049,2.89E+00,7.93E-01,5.63E+00,2.94E+02
2050,2.86E+00,8.40E-01,5.64E+00,2.95E+02
2051,2.80E+00,9.37E-01,5.67E+00,2.95E+02
2052,2.74E+00,1.03E+00,5.68E+00,2.95E+02
2053,2.70E+00,1.12E+00,5.69E+00,2.95E+02
2054,2.65E+00,1.20E+00,5.70E+00,2.95E+02
2055,2.58E+00,1.36E+00,5.70E+00,2.95E+02
2056,2.53E+00,1.46E+00,5.70E+00,2.95E+02
2057,2.45E+00,1.67E+00,5.70E+00,2.95E+02
2058,2.43E+00,1.71E+00,5.69E+00,2.95E+02
2059,2.40E+00,1.80E+00,5.69E+00,2.95E+02
2060,2.36E+00,1.96E+00,5.67E+00,2.95E+02
2061,2.32E+00,2.16E+00,5.65E+00,2.95E+02
2062,2.32E+00,2.28E+00,5.62E+00,2.95E+02
2063,2.34E+00,2.51E+00,5.57E+00,2.95E+02
2064,2.43E+00,2.75E+00,5.48E+00,2.95E+02
2065,2.57E+00,2.95E+00,5.38E+00,2.95E+02
2066,2.64E+00,3.03E+00,5.33E+00,2.95E+02
2067,2.78E+00,3.18E+00,5.25E+00,2.95E+02
2068,2.82E+00,3.22E+00,5.23E+00,2.95E+02
2069,2.89E+00,3.28E+00,5.20E+00,2.95E+02
2070,3.01E+00,3.40E+00,5.16E+00,2.95E+02
2071,3.11E+00,3.49E+00,5.14E+00,2.95E+02
2072,3.19E+00,3.57E+00,5.15E+00,2.95E+02
2073,3.26E+00,3.63E+00,5.18E+00,2.95E+02
2074,3.35E+00,3.69E+00,5.25E+00,2.95E+02
2075,3.44E+00,3.73E+00,5.32E+00,2.95E+02
2076,3.48E+00,3.75E+00,5.36E+00,2.95E+02
2077,3.57E+00,3.78E+00,5.42E+00,2.95E+02
2078,3.63E+00,3.80E+00,5.46E+00,2.95E+02
2079,3.73E+00,3.84E+00,5.49E+00,2.95E+02
2080,3.83E+00,3.86E+00,5.51E+00,2.95E+02
2081,3.87E+00,3.86E+00,5.51E+00,2.95E+02
2082,3.92E+00,3.85E+00,5.49E+00,2.95E+02
2083,3.95E+00,3.84E+00,5.48E+00,2.95E+02
2084,3.97E+00,3.79E+00,5.44E+00,2.95E+02
2085,3.98E+00,3.71E+00,5.38E+00,2.95E+02
2086,3.97E+00,3.62E+00,5.34E+00,2.95E+02
2087,3.95E+00,3.55E+00,5.31E+00,2.95E+02
2088,3.93E+00,3.40E+00,5.27E+00,2.95E+02
2089,3.90E+00,3.16E+00,5.25E+00,2.95E+02
2090,3.87E+00,2.92E+00,5.26E+00,2.95E+02
2091,3.84E+00,2.67E+00,5.28E+00,2.95E+02
2092,3.81E+00,2.54E+00,5.29E+00,2.95E+02
2093,3.76E+00,2.26E+00,5.33E+00,2.95E+02
2094,3.71E+00,2.05E+00,5.36E+00,2.95E+02
2095,3.69E+00,1.96E+00,5.37E+00,2.95E+02
2096,3.63E+00,1.78E+00,5.38E+00,2.95E+02
2097,3.46E+00,1.48E+00,5.35E+00,2.95E+02
2098,3.42E+00,1.43E+00,5.35E+00,2.95E+02
2099,3.34E+00,1.34E+00,5.33E+00,2.95E+02
2100,3.16E+00,1.21E+00,5.29E+00,2.95E+02
2101,3.12E+00,1.19E+00,5.29E+00,2.95E+02
2102,3.03E+00,1.16E+00,5.28E+00,2.95E+02
2103,2.89E+00,1.14E+00,5.28E+00,2.95E+02
2104,2.85E+00,1.14E+00,5.28E+00,2.95E+02
2105,2.78E+00,1.16E+00,5.28E+00,2.95E+02
2106,2.63E+00,1.21E+00,5.28E+00,2.95E+02
2107,2.47E+00,1.34E+00,5.28E+00,2.95E+02
2108,2.38E+00,1.43E+00,5.26E+00,2.94E+02
2109,2.30E+00,1.57E+00,5.23E+00,2.94E+02
2110,2.25E+00,1.74E+00,5.15E+00,2.94E+02
2111,2.30E+00,2.02E+00,4.94E+00,2.94E+02
2112,2.38E+00,2.16E+00,4.77E+00,2.94E+02
2113,2.43E+00,2.21E+00,4.70E+00,2.94E+02
2114,2.52E+00,2.29E+00,4.56E+00,2.94E+02
2115,2.64E+00,2.32E+00,4.39E+00,2.94E+02
2116,2.72E+00,2.24E+00,4.25E+00,2.94E+02
2117,2.76E+00,2.01E+00,4.11E+00,2.94E+02
2118,2.76E+00,1.94E+00,4.08E+00,2.94E+02
2119,2.76E+00,1.80E+00,4.02E+00,2.94E+02
2120,2.75E+00,1.70E+00,3.98E+00,2.94E+02
2121,2.72E+00,1.49E+00,3.91E+00,2.94E+02
2122,2.70E+00,1.40E+00,3.88E+00,2.94E+02
2123,2.63E+00,1.25E+00,3.82E+00,2.94E+02
2124,2.56E+00,1.14E+00,3.78E+00,2.94E+02
2125,2.40E+00,1.04E+00,3.71E+00,2.94E+02
2126,2.34E+00,1.02E+00,3.70E+00,2.94E+02
2127,2.22E+00,1.02E+00,3.66E+00,2.94E+02
2128,2.05E+00,1.06E+00,3.61E+00,2.94E+02
2129,1.92E+00,1.12E+00,3.57E+00,2.94E+02
2130,1.74E+00,1.26E+00,3.49E+00,2.94E+02
2131,1.63E+00,1.40E+00,3.43E+00,2.94E+02
2132,1.54E+00,1.69E+00,3.33E+00,2.94E+02
2133,1.54E+00,2.03E+00,3.23E+00,2.94E+02
2134,1.64E+00,2.41E+00,3.13E+00,2.94E+02
2135,1.84E+00,2.93E+00,3.00E+00,2.94E+02
2136,2.09E+00,3.61E+00,2.79E+00,2.94E+02
2137,2.19E+00,3.88E+00,2.69E+00,2.94E+02
2138,2.38E+00,4.32E+00,2.50E+00,2.94E+02
2139,2.71E+00,4.81E+00,2.22E+00,2.94E+02
2140,2.84E+00,4.95E+00,2.13E+00,2.95E+02
2141,3.15E+00,5.21E+00,1.96E+00,2.95E+02
2142,3.27E+00,5.30E+00,1.91E+00,2.95E+02
2143,3.52E+00,5.50E+00,1.84E+00,2.95E+02
2144,3.64E+00,5.61E+00,1.82E+00,2.95E+02
2145,3.86E+00,5.81E+00,1.82E+00,2.95E+02
2146,4.05E+00,6.03E+00,1.89E+00,2.95E+02
2147,4.15E+00,6.16E+00,1.96E+00,2.95E+02
2148,4.30E+00,6.40E+00,2.15E+00,2.95E+02
2149,4.35E+00,6.51E+00,2.28E+00,2.95E+02
2150,4.38E+00,6.68E+00,2.56E+00,2.95E+02
2151,4.32E+00,6.82E+00,2.89E+00,2.95E+02
2152,4.18E+00,6.88E+00,3.19E+00,2.95E+02
2153,3.99E+00,6.88E+00,3.56E+00,2.95E+02
2154,3.88E+00,6.82E+00,3.76E+00,2.95E+02
2155,3.79E+00,6.74E+00,3.91E+00,2.95E+02
2156,3.66E+00,6.54E+00,4.10E+00,2.95E+02
2157,3.52E+00,6.29E+00,4.21E+00,2.95E+02
2158,3.36E+00,6.03E+00,4.27E+00,2.95E+02
2159,3.18E+00,5.76E+00,4.25E+00,2.95E+02
2160,3.08E+00,5.61E+00,4.20E+00,2.95E+02
2161,2.95E+00,5.42E+00,4.11E+00,2.95E+02
2162,2.84E+00,5.24E+00,3.98E+00,2.95E+02
2163,2.72E+00,5.07E+00,3.71E+00,2.95E+02
2164,2.71E+00,5.04E+00,3.64E+00,2.95E+02
2165,2.72E+00,5.00E+00,3.49E+00,2.95E+02
2166,2.79E+00,4.95E+00,3.26E+00,2.95E+02
2167,2.94E+00,4.89E+00,2.98E+00,2.95E+02
2168,3.09E+00,4.84E+00,2.81E+00,2.95E+02
2169,3.29E+00,4.80E+00,2.65E+00,2.95E+02
2170,3.50E+00,4.77E+00,2.55E+00,2.95E+02
2171,3.59E+00,4.76E+00,2.52E+00,2.95E+02
2172,3.76E+00,4.74E+00,2.48E+00,2.95E+02
2173,4.01E+00,4.71E+00,2.49E+00,2.95E+02
2174,4.08E+00,4.71E+00,2.50E+00,2.95E+02
2175,4.21E+00,4.69E+00,2.55E+00,2.95E+02
2176,4.33E+00,4.68E+00,2.63E+00,2.95E+02
2177,4.39E+00,4.67E+00,2.69E+00,2.95E+02
2178,4.46E+00,4.62E+00,2.82E+00,2.95E+02
2179,4.46E+00,4.53E+00,2.96E+00,2.95E+02
2180,4.41E+00,4.39E+00,3.06E+00,2.95E+02
2181,4.35E+00,4.22E+00,3.13E+00,2.95E+02
2182,4.33E+00,4.16E+00,3.15E+00,2.95E+02
2183,4.27E+00,4.03E+00,3.18E+00,2.95E+02
2184,4.21E+00,3.85E+00,3.20E+00,2.94E+02
2185,4.09E+00,3.51E+00,3.20E+00,2.94E+02
2186,4.06E+00,3.45E+00,3.20E+00,2.94E+02
2187,4.02E+00,3.32E+00,3.19E+00,2.94E+02
2188,3.93E+00,3.02E+00,3.14E+00,2.94E+02
2189,3.88E+00,2.82E+00,3.10E+00,2.94E+02
2190,3.83E+00,2.55E+00,3.03E+00,2.94E+02
2191,3.80E+00,2.05E+00,2.84E+00,2.94E+02
2192,3.84E+00,1.75E+00,2.70E+00,2.94E+02
2193,3.87E+00,1.63E+00,2.65E+00,2.94E+02
