,X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
6059,7.69E+00,-6.07E-01,3.21E+00,2.94E+02
6060,7.88E+00,-6.06E-01,3.08E+00,2.94E+02
6061,7.99E+00,-6.03E-01,2.96E+00,2.94E+02
6062,8.10E+00,-6.06E-01,2.69E+00,2.94E+02
6063,8.12E+00,-6.11E-01,2.59E+00,2.94E+02
6064,8.15E+00,-6.47E-01,2.39E+00,2.94E+02
6065,8.16E+00,-7.70E-01,2.16E+00,2.94E+02
6066,8.15E+00,-8.08E-01,2.13E+00,2.94E+02
6067,8.13E+00,-8.93E-01,2.06E+00,2.95E+02
6068,8.06E+00,-1.06E+00,1.97E+00,2.95E+02
6069,7.93E+00,-1.24E+00,1.90E+00,2.94E+02
6070,7.84E+00,-1.35E+00,1.88E+00,2.94E+02
6071,7.66E+00,-1.53E+00,1.86E+00,2.94E+02
6072,7.53E+00,-1.64E+00,1.87E+00,2.94E+02
6073,7.32E+00,-1.76E+00,1.92E+00,2.94E+02
6074,7.23E+00,-1.79E+00,1.95E+00,2.94E+02
6075,7.07E+00,-1.82E+00,2.02E+00,2.94E+02
6076,6.88E+00,-1.81E+00,2.14E+00,2.94E+02
6077,6.62E+00,-1.78E+00,2.34E+00,2.94E+02
6078,6.57E+00,-1.77E+00,2.39E+00,2.94E+02
6079,6.47E+00,-1.76E+00,2.49E+00,2.94E+02
6080,6.27E+00,-1.79E+00,2.73E+00,2.94E+02
6081,6.19E+00,-1.83E+00,2.87E+00,2.94E+02
6082,6.08E+00,-1.89E+00,3.07E+00,2.94E+02
6083,5.91E+00,-1.99E+00,3.36E+00,2.94E+02
6084,5.65E+00,-2.09E+00,3.75E+00,2.94E+02
6085,5.32E+00,-2.10E+00,4.09E+00,2.94E+02
6086,5.25E+00,-2.09E+00,4.14E+00,2.94E+02
6087,5.13E+00,-2.03E+00,4.20E+00,2.94E+02
6088,4.94E+00,-1.90E+00,4.22E+00,2.94E+02
6089,4.87E+00,-1.83E+00,4.22E+00,2.94E+02
6090,4.72E+00,-1.67E+00,4.17E+00,2.94E+02
6091,4.57E+00,-1.44E+00,4.06E+00,2.94E+02
6092,4.54E+00,-1.40E+00,4.04E+00,2.94E+02
6093,4.50E+00,-1.32E+00,3.99E+00,2.94E+02
6094,4.44E+00,-1.16E+00,3.86E+00,2.94E+02
6095,4.44E+00,-1.03E+00,3.72E+00,2.94E+02
6096,4.45E+00,-1.01E+00,3.69E+00,2.94E+02
6097,4.47E+00,-9.78E-01,3.62E+00,2.94E+02
6098,4.53E+00,-9.29E-01,3.49E+00,2.94E+02
6099,4.66E+00,-9.17E-01,3.33E+00,2.94E+02
6100,4.84E+00,-9.53E-01,3.14E+00,2.94E+02
6101,4.92E+00,-9.79E-01,3.07E+00,2.94E+02
6102,5.06E+00,-1.04E+00,2.93E+00,2.94E+02
6103,5.29E+00,-1.16E+00,2.71E+00,2.94E+02
6104,5.46E+00,-1.29E+00,2.54E+00,2.94E+02
6105,5.57E+00,-1.39E+00,2.45E+00,2.94E+02
6106,5.64E+00,-1.46E+00,2.39E+00,2.94E+02
6107,5.76E+00,-1.58E+00,2.33E+00,2.94E+02
6108,5.89E+00,-1.72E+00,2.30E+00,2.94E+02
6109,5.92E+00,-1.75E+00,2.31E+00,2.94E+02
6110,5.96E+00,-1.81E+00,2.34E+00,2.94E+02
6111,6.01E+00,-1.92E+00,2.44E+00,2.94E+02
6112,6.01E+00,-1.94E+00,2.47E+00,2.94E+02
6113,6.02E+00,-1.99E+00,2.54E+00,2.94E+02
6114,5.99E+00,-2.07E+00,2.72E+00,2.94E+02
6115,5.96E+00,-2.12E+00,2.87E+00,2.94E+02
6116,5.83E+00,-2.24E+00,3.23E+00,2.94E+02
6117,5.72E+00,-2.30E+00,3.44E+00,2.94E+02
6118,5.46E+00,-2.37E+00,3.84E+00,2.94E+02
6119,5.41E+00,-2.38E+00,3.89E+00,2.94E+02
6120,5.33E+00,-2.38E+00,3.98E+00,2.94E+02
6121,5.16E+00,-2.35E+00,4.13E+00,2.94E+02
6122,5.12E+00,-2.33E+00,4.15E+00,2.94E+02
6123,5.03E+00,-2.28E+00,4.20E+00,2.94E+02
6124,4.89E+00,-2.17E+00,4.25E+00,2.94E+02
6125,4.74E+00,-1.97E+00,4.27E+00,2.94E+02
6126,4.55E+00,-1.66E+00,4.22E+00,2.94E+02
6127,4.52E+00,-1.61E+00,4.20E+00,2.94E+02
6128,4.46E+00,-1.50E+00,4.16E+00,2.94E+02
6129,4.36E+00,-1.26E+00,4.07E+00,2.94E+02
6130,4.32E+00,-1.09E+00,3.98E+00,2.94E+02
6131,4.38E+00,-8.51E-01,3.78E+00,2.94E+02
6132,4.41E+00,-8.25E-01,3.73E+00,2.94E+02
6133,4.49E+00,-7.93E-01,3.63E+00,2.94E+02
6134,4.71E+00,-7.95E-01,3.42E+00,2.94E+02
6135,4.96E+00,-8.52E-01,3.21E+00,2.94E+02
6136,5.24E+00,-9.47E-01,2.97E+00,2.94E+02
6137,5.50E+00,-1.06E+00,2.74E+00,2.94E+02
6138,5.73E+00,-1.19E+00,2.51E+00,2.94E+02
6139,5.87E+00,-1.29E+00,2.35E+00,2.94E+02
6140,6.00E+00,-1.37E+00,2.19E+00,2.94E+02
6141,6.12E+00,-1.43E+00,2.03E+00,2.94E+02
6142,6.15E+00,-1.45E+00,2.00E+00,2.94E+02
6143,6.19E+00,-1.46E+00,1.94E+00,2.94E+02
6144,6.28E+00,-1.49E+00,1.82E+00,2.94E+02
6145,6.43E+00,-1.53E+00,1.65E+00,2.94E+02
6146,6.49E+00,-1.54E+00,1.60E+00,2.94E+02
6147,6.61E+00,-1.56E+00,1.51E+00,2.94E+02
6148,6.77E+00,-1.60E+00,1.42E+00,2.94E+02
6149,7.02E+00,-1.69E+00,1.35E+00,2.94E+02
6150,7.11E+00,-1.74E+00,1.34E+00,2.94E+02
6151,7.29E+00,-1.87E+00,1.35E+00,2.94E+02
6152,7.46E+00,-2.11E+00,1.41E+00,2.94E+02
6153,7.52E+00,-2.24E+00,1.46E+00,2.94E+02
6154,7.60E+00,-2.53E+00,1.56E+00,2.95E+02
6155,7.63E+00,-2.70E+00,1.62E+00,2.95E+02
6156,7.65E+00,-3.05E+00,1.73E+00,2.95E+02
6157,7.66E+00,-3.13E+00,1.76E+00,2.95E+02
6158,7.66E+00,-3.28E+00,1.80E+00,2.95E+02
6159,7.69E+00,-3.60E+00,1.89E+00,2.95E+02
6160,7.71E+00,-3.68E+00,1.91E+00,2.95E+02
6161,7.75E+00,-3.86E+00,1.95E+00,2.95E+02
6162,7.84E+00,-4.17E+00,2.00E+00,2.95E+02
6163,7.97E+00,-4.61E+00,2.04E+00,2.95E+02
6164,8.08E+00,-5.14E+00,2.06E+00,2.95E+02
6165,8.12E+00,-5.57E+00,2.07E+00,2.95E+02
6166,8.11E+00,-5.89E+00,2.08E+00,2.95E+02
6167,8.05E+00,-6.33E+00,2.09E+00,2.95E+02
6168,7.93E+00,-6.75E+00,2.10E+00,2.95E+02
6169,7.56E+00,-7.44E+00,2.11E+00,2.95E+02
6170,7.02E+00,-8.02E+00,2.13E+00,2.95E+02
6171,6.90E+00,-8.12E+00,2.14E+00,2.95E+02
6172,6.64E+00,-8.29E+00,2.15E+00,2.95E+02
6173,6.44E+00,-8.39E+00,2.17E+00,2.95E+02
6174,5.99E+00,-8.59E+00,2.23E+00,2.95E+02
6175,5.78E+00,-8.66E+00,2.27E+00,2.95E+02
6176,5.33E+00,-8.81E+00,2.39E+00,2.95E+02
6177,4.85E+00,-8.97E+00,2.59E+00,2.95E+02
6178,4.46E+00,-9.10E+00,2.81E+00,2.95E+02
6179,4.12E+00,-9.20E+00,3.09E+00,2.95E+02
6180,3.80E+00,-9.31E+00,3.45E+00,2.95E+02
6181,3.63E+00,-9.38E+00,3.71E+00,2.95E+02
6182,3.33E+00,-9.49E+00,4.23E+00,2.95E+02
6183,3.09E+00,-9.57E+00,4.61E+00,2.95E+02
6184,2.77E+00,-9.63E+00,4.95E+00,2.95E+02
6185,2.51E+00,-9.68E+00,5.15E+00,2.95E+02
6186,2.06E+00,-9.74E+00,5.37E+00,2.95E+02
6187,1.58E+00,-9.79E+00,5.51E+00,2.95E+02
6188,1.17E+00,-9.84E+00,5.57E+00,2.95E+02
6189,1.02E+00,-9.85E+00,5.57E+00,2.95E+02
6190,7.48E-01,-9.86E+00,5.56E+00,2.95E+02
6191,5.50E-01,-9.85E+00,5.53E+00,2.95E+02
6192,4.14E-01,-9.82E+00,5.51E+00,2.95E+02
6193,2.85E-01,-9.78E+00,5.49E+00,2.95E+02
6194,1.55E-01,-9.70E+00,5.48E+00,2.95E+02
6195,1.28E-03,-9.57E+00,5.48E+00,2.95E+02
6196,-2.10E-01,-9.37E+00,5.50E+00,2.95E+02
6197,-3.74E-01,-9.19E+00,5.53E+00,2.95E+02
6198,-4.91E-01,-9.05E+00,5.54E+00,2.95E+02
6199,-7.46E-01,-8.73E+00,5.57E+00,2.95E+02
6200,-7.79E-01,-8.69E+00,5.57E+00,2.95E+02
6201,-8.45E-01,-8.61E+00,5.56E+00,2.95E+02
6202,-9.84E-01,-8.44E+00,5.54E+00,2.95E+02
6203,-1.19E+00,-8.26E+00,5.46E+00,2.95E+02
6204,-1.38E+00,-8.13E+00,5.36E+00,2.95E+02
6205,-1.53E+00,-8.02E+00,5.27E+00,2.95E+02
6206,-1.78E+00,-7.83E+00,5.10E+00,2.95E+02
6207,-2.06E+00,-7.58E+00,4.85E+00,2.95E+02
6208,-2.17E+00,-7.46E+00,4.69E+00,2.95E+02
6209,-2.27E+00,-7.36E+00,4.49E+00,2.95E+02
6210,-2.35E+00,-7.31E+00,4.28E+00,2.95E+02
6211,-2.42E+00,-7.32E+00,3.97E+00,2.95E+02
6212,-2.44E+00,-7.35E+00,3.85E+00,2.95E+02
6213,-2.46E+00,-7.45E+00,3.63E+00,2.95E+02
6214,-2.45E+00,-7.49E+00,3.57E+00,2.95E+02
6215,-2.44E+00,-7.61E+00,3.46E+00,2.95E+02
6216,-2.40E+00,-7.91E+00,3.30E+00,2.95E+02
6217,-2.36E+00,-8.14E+00,3.25E+00,2.95E+02
6218,-2.34E+00,-8.26E+00,3.24E+00,2.95E+02
6219,-2.30E+00,-8.51E+00,3.24E+00,2.95E+02
6220,-2.28E+00,-8.69E+00,3.28E+00,2.95E+02
6221,-2.26E+00,-9.02E+00,3.41E+00,2.95E+02
6222,-2.26E+00,-9.27E+00,3.65E+00,2.95E+02
6223,-2.30E+00,-9.44E+00,3.99E+00,2.95E+02
6224,-2.33E+00,-9.49E+00,4.16E+00,2.95E+02
6225,-2.42E+00,-9.50E+00,4.50E+00,2.95E+02
6226,-2.58E+00,-9.42E+00,4.85E+00,2.95E+02
6227,-2.64E+00,-9.37E+00,4.95E+00,2.95E+02
6228,-2.72E+00,-9.29E+00,5.03E+00,2.95E+02
6229,-2.82E+00,-9.13E+00,5.12E+00,2.95E+02
6230,-2.85E+00,-9.08E+00,5.13E+00,2.95E+02
6231,-2.92E+00,-8.92E+00,5.16E+00,2.95E+02
6232,-3.02E+00,-8.64E+00,5.19E+00,2.95E+02
6233,-3.04E+00,-8.58E+00,5.19E+00,2.95E+02
6234,-3.08E+00,-8.45E+00,5.19E+00,2.95E+02
6235,-3.11E+00,-8.37E+00,5.19E+00,2.95E+02
6236,-3.16E+00,-8.19E+00,5.19E+00,2.95E+02
6237,-3.25E+00,-7.85E+00,5.19E+00,2.95E+02
6238,-3.31E+00,-7.60E+00,5.18E+00,2.95E+02
6239,-3.39E+00,-7.30E+00,5.17E+00,2.95E+02
6240,-3.56E+00,-6.80E+00,5.18E+00,2.95E+02
6241,-3.66E+00,-6.54E+00,5.20E+00,2.94E+02
6242,-3.74E+00,-6.32E+00,5.23E+00,2.94E+02
6243,-3.86E+00,-5.94E+00,5.30E+00,2.94E+02
6244,-3.90E+00,-5.82E+00,5.33E+00,2.94E+02
6245,-3.97E+00,-5.59E+00,5.38E+00,2.94E+02
6246,-4.03E+00,-5.31E+00,5.45E+00,2.94E+02
6247,-4.09E+00,-4.85E+00,5.55E+00,2.94E+02
6248,-4.10E+00,-4.66E+00,5.59E+00,2.94E+02
6249,-4.11E+00,-4.36E+00,5.64E+00,2.94E+02
6250,-4.11E+00,-4.08E+00,5.68E+00,2.94E+02
6251,-4.11E+00,-3.75E+00,5.70E+00,2.94E+02
6252,-4.11E+00,-3.64E+00,5.71E+00,2.94E+02
6253,-4.11E+00,-3.45E+00,5.70E+00,2.94E+02
6254,-4.08E+00,-3.22E+00,5.68E+00,2.94E+02
6255,-4.08E+00,-3.18E+00,5.68E+00,2.94E+02
6256,-4.06E+00,-3.11E+00,5.66E+00,2.94E+02
6257,-4.02E+00,-2.98E+00,5.63E+00,2.94E+02
6258,-3.92E+00,-2.82E+00,5.54E+00,2.94E+02
6259,-3.78E+00,-2.73E+00,5.42E+00,2.94E+02
6260,-3.75E+00,-2.72E+00,5.39E+00,2.94E+02
6261,-3.68E+00,-2.72E+00,5.33E+00,2.94E+02
6262,-3.54E+00,-2.76E+00,5.19E+00,2.94E+02
6263,-3.35E+00,-2.89E+00,4.98E+00,2.94E+02
6264,-3.23E+00,-3.00E+00,4.82E+00,2.94E+02
6265,-3.12E+00,-3.14E+00,4.66E+00,2.94E+02
6266,-2.95E+00,-3.40E+00,4.40E+00,2.94E+02
6267,-2.85E+00,-3.61E+00,4.20E+00,2.94E+02
6268,-2.74E+00,-3.96E+00,3.94E+00,2.94E+02
6269,-2.67E+00,-4.38E+00,3.68E+00,2.94E+02
6270,-2.66E+00,-4.79E+00,3.46E+00,2.94E+02
6271,-2.67E+00,-4.92E+00,3.40E+00,2.94E+02
6272,-2.69E+00,-5.17E+00,3.30E+00,2.94E+02
6273,-2.73E+00,-5.69E+00,3.12E+00,2.95E+02
6274,-2.74E+00,-6.26E+00,2.95E+00,2.95E+02
6275,-2.71E+00,-6.78E+00,2.83E+00,2.95E+02
6276,-2.62E+00,-7.34E+00,2.74E+00,2.95E+02
6277,-2.55E+00,-7.74E+00,2.69E+00,2.95E+02
6278,-2.46E+00,-8.15E+00,2.66E+00,2.95E+02
6279,-2.38E+00,-8.57E+00,2.66E+00,2.95E+02
6280,-2.35E+00,-8.73E+00,2.66E+00,2.95E+02
6281,-2.31E+00,-9.03E+00,2.70E+00,2.96E+02
6282,-2.29E+00,-9.23E+00,2.75E+00,2.95E+02
6283,-2.29E+00,-9.45E+00,2.83E+00,2.95E+02
6284,-2.31E+00,-9.68E+00,2.99E+00,2.96E+02
6285,-2.36E+00,-9.86E+00,3.18E+00,2.96E+02
6286,-2.38E+00,-9.93E+00,3.29E+00,2.96E+02
6287,-2.43E+00,-1.00E+01,3.51E+00,2.96E+02
6288,-2.52E+00,-1.02E+01,3.92E+00,2.96E+02
6289,-2.63E+00,-1.02E+01,4.39E+00,2.96E+02
6290,-2.65E+00,-1.03E+01,4.44E+00,2.96E+02
6291,-2.67E+00,-1.03E+01,4.54E+00,2.96E+02
6292,-2.74E+00,-1.03E+01,4.74E+00,2.96E+02
6293,-2.75E+00,-1.03E+01,4.78E+00,2.96E+02
6294,-2.78E+00,-1.03E+01,4.86E+00,2.96E+02
6295,-2.83E+00,-1.03E+01,4.93E+00,2.95E+02
6296,-2.88E+00,-1.02E+01,5.01E+00,2.95E+02
6297,-2.94E+00,-1.00E+01,5.07E+00,2.95E+02
6298,-2.95E+00,-1.00E+01,5.08E+00,2.95E+02
6299,-2.97E+00,-9.96E+00,5.10E+00,2.95E+02
6300,-3.02E+00,-9.87E+00,5.14E+00,2.95E+02
6301,-3.05E+00,-9.76E+00,5.16E+00,2.95E+02
6302,-3.11E+00,-9.53E+00,5.19E+00,2.95E+02
6303,-3.18E+00,-9.24E+00,5.23E+00,2.95E+02
6304,-3.21E+00,-9.09E+00,5.24E+00,2.95E+02
6305,-3.29E+00,-8.74E+00,5.25E+00,2.95E+02
6306,-3.46E+00,-8.02E+00,5.28E+00,2.95E+02
6307,-3.61E+00,-7.40E+00,5.29E+00,2.95E+02
6308,-3.76E+00,-6.90E+00,5.31E+00,2.94E+02
6309,-3.97E+00,-6.18E+00,5.38E+00,2.94E+02
6310,-4.11E+00,-5.64E+00,5.46E+00,2.94E+02
6311,-4.15E+00,-5.42E+00,5.50E+00,2.94E+02
6312,-4.22E+00,-4.97E+00,5.57E+00,2.94E+02
6313,-4.27E+00,-4.52E+00,5.64E+00,2.94E+02
6314,-4.30E+00,-4.13E+00,5.69E+00,2.94E+02
6315,-4.35E+00,-3.76E+00,5.73E+00,2.94E+02
6316,-4.38E+00,-3.53E+00,5.74E+00,2.94E+02
6317,-4.44E+00,-3.26E+00,5.75E+00,2.94E+02
6318,-4.49E+00,-3.02E+00,5.75E+00,2.94E+02
6319,-4.52E+00,-2.80E+00,5.75E+00,2.94E+02
6320,-4.55E+00,-2.55E+00,5.74E+00,2.94E+02
6321,-4.55E+00,-2.38E+00,5.71E+00,2.94E+02
6322,-4.55E+00,-2.32E+00,5.71E+00,2.94E+02
6323,-4.55E+00,-2.24E+00,5.68E+00,2.94E+02
6324,-4.53E+00,-2.16E+00,5.66E+00,2.94E+02
6325,-4.51E+00,-2.08E+00,5.62E+00,2.94E+02
6326,-4.46E+00,-2.00E+00,5.53E+00,2.94E+02
6327,-4.45E+00,-1.98E+00,5.52E+00,2.94E+02
6328,-4.44E+00,-1.96E+00,5.48E+00,2.94E+02
6329,-4.40E+00,-1.92E+00,5.41E+00,2.94E+02
6330,-4.34E+00,-1.89E+00,5.29E+00,2.94E+02
6331,-4.31E+00,-1.89E+00,5.24E+00,2.94E+02
6332,-4.27E+00,-1.89E+00,5.11E+00,2.94E+02
6333,-4.23E+00,-1.90E+00,4.94E+00,2.94E+02
6334,-4.21E+00,-1.91E+00,4.85E+00,2.94E+02
6335,-4.18E+00,-1.95E+00,4.64E+00,2.94E+02
6336,-4.18E+00,-1.98E+00,4.52E+00,2.94E+02
6337,-4.19E+00,-2.07E+00,4.26E+00,2.94E+02
6338,-4.22E+00,-2.15E+00,4.06E+00,2.94E+02
6339,-4.28E+00,-2.29E+00,3.81E+00,2.94E+02
6340,-4.33E+00,-2.45E+00,3.58E+00,2.94E+02
6341,-4.43E+00,-2.70E+00,3.31E+00,2.94E+02
6342,-4.45E+00,-2.77E+00,3.25E+00,2.94E+02
6343,-4.50E+00,-2.91E+00,3.14E+00,2.94E+02
6344,-4.58E+00,-3.21E+00,2.98E+00,2.94E+02
6345,-4.66E+00,-3.58E+00,2.87E+00,2.94E+02
6346,-4.73E+00,-3.92E+00,2.82E+00,2.95E+02
6347,-4.80E+00,-4.36E+00,2.79E+00,2.95E+02
6348,-4.85E+00,-4.89E+00,2.80E+00,2.95E+02
6349,-4.85E+00,-5.06E+00,2.81E+00,2.95E+02
6350,-4.85E+00,-5.42E+00,2.86E+00,2.95E+02
6351,-4.86E+00,-5.86E+00,2.94E+00,2.95E+02
6352,-4.89E+00,-6.33E+00,3.03E+00,2.95E+02
6353,-4.95E+00,-6.76E+00,3.13E+00,2.95E+02
6354,-5.00E+00,-7.12E+00,3.23E+00,2.95E+02
6355,-5.07E+00,-7.46E+00,3.33E+00,2.95E+02
6356,-5.14E+00,-7.77E+00,3.44E+00,2.95E+02
6357,-5.18E+00,-7.99E+00,3.53E+00,2.95E+02
6358,-5.20E+00,-8.26E+00,3.66E+00,2.95E+02
6359,-5.18E+00,-8.52E+00,3.81E+00,2.95E+02
6360,-5.10E+00,-8.78E+00,4.00E+00,2.95E+02
6361,-5.07E+00,-8.83E+00,4.04E+00,2.95E+02
6362,-5.01E+00,-8.92E+00,4.13E+00,2.95E+02
6363,-4.86E+00,-9.06E+00,4.32E+00,2.95E+02
6364,-4.82E+00,-9.08E+00,4.36E+00,2.95E+02
6365,-4.74E+00,-9.10E+00,4.44E+00,2.95E+02
6366,-4.70E+00,-9.10E+00,4.47E+00,2.95E+02
6367,-4.63E+00,-9.06E+00,4.54E+00,2.95E+02
6368,-4.61E+00,-9.04E+00,4.55E+00,2.95E+02
6369,-4.58E+00,-9.00E+00,4.58E+00,2.95E+02
6370,-4.56E+00,-8.93E+00,4.60E+00,2.95E+02
6371,-4.55E+00,-8.91E+00,4.61E+00,2.95E+02
6372,-4.53E+00,-8.84E+00,4.63E+00,2.95E+02
6373,-4.52E+00,-8.75E+00,4.65E+00,2.95E+02
6374,-4.52E+00,-8.62E+00,4.67E+00,2.95E+02
6375,-4.54E+00,-8.37E+00,4.71E+00,2.95E+02
6376,-4.60E+00,-7.75E+00,4.80E+00,2.95E+02
6377,-4.61E+00,-7.62E+00,4.82E+00,2.95E+02
6378,-4.64E+00,-7.42E+00,4.84E+00,2.95E+02
6379,-4.69E+00,-7.03E+00,4.89E+00,2.95E+02
6380,-4.76E+00,-6.51E+00,4.93E+00,2.95E+02
6381,-4.85E+00,-5.65E+00,5.00E+00,2.95E+02
6382,-4.86E+00,-5.53E+00,5.01E+00,2.95E+02
6383,-4.89E+00,-5.27E+00,5.02E+00,2.95E+02
6384,-4.94E+00,-4.87E+00,5.04E+00,2.95E+02
6385,-4.99E+00,-4.63E+00,5.04E+00,2.94E+02
6386,-5.11E+00,-4.13E+00,5.05E+00,2.95E+02
6387,-5.31E+00,-3.54E+00,5.07E+00,2.94E+02
6388,-5.50E+00,-3.06E+00,5.08E+00,2.94E+02
6389,-5.73E+00,-2.58E+00,5.05E+00,2.94E+02
6390,-5.96E+00,-2.19E+00,4.94E+00,2.94E+02
6391,-6.09E+00,-2.01E+00,4.85E+00,2.94E+02
6392,-6.30E+00,-1.78E+00,4.66E+00,2.94E+02
6393,-6.38E+00,-1.71E+00,4.58E+00,2.94E+02
6394,-6.52E+00,-1.60E+00,4.44E+00,2.94E+02
6395,-6.66E+00,-1.52E+00,4.33E+00,2.94E+02
6396,-6.84E+00,-1.43E+00,4.22E+00,2.94E+02
6397,-7.12E+00,-1.35E+00,4.15E+00,2.94E+02
6398,-7.45E+00,-1.31E+00,4.17E+00,2.95E+02
6399,-7.63E+00,-1.31E+00,4.21E+00,2.95E+02
6400,-7.90E+00,-1.34E+00,4.29E+00,2.95E+02
6401,-8.19E+00,-1.43E+00,4.40E+00,2.95E+02
6402,-8.25E+00,-1.46E+00,4.44E+00,2.95E+02
6403,-8.37E+00,-1.53E+00,4.50E+00,2.95E+02
6404,-8.55E+00,-1.68E+00,4.63E+00,2.95E+02
6405,-8.62E+00,-1.75E+00,4.70E+00,2.95E+02
6406,-8.75E+00,-1.85E+00,4.86E+00,2.95E+02
6407,-8.79E+00,-1.87E+00,4.91E+00,2.95E+02
6408,-8.87E+00,-1.86E+00,5.02E+00,2.95E+02
6409,-8.98E+00,-1.78E+00,5.17E+00,2.95E+02
6410,-9.13E+00,-1.63E+00,5.34E+00,2.95E+02
6411,-9.16E+00,-1.59E+00,5.38E+00,2.95E+02
6412,-9.23E+00,-1.49E+00,5.46E+00,2.95E+02
6413,-9.39E+00,-1.27E+00,5.64E+00,2.95E+02
6414,-9.42E+00,-1.22E+00,5.69E+00,2.95E+02
6415,-9.49E+00,-1.12E+00,5.77E+00,2.95E+02
6416,-9.65E+00,-9.19E-01,5.97E+00,2.95E+02
6417,-9.67E+00,-8.86E-01,6.00E+00,2.95E+02
6418,-9.74E+00,-8.19E-01,6.08E+00,2.95E+02
6419,-9.81E+00,-7.62E-01,6.16E+00,2.95E+02
6420,-9.94E+00,-6.69E-01,6.33E+00,2.95E+02
6421,-9.97E+00,-6.55E-01,6.36E+00,2.95E+02
6422,-1.00E+01,-6.29E-01,6.44E+00,2.95E+02
6423,-1.01E+01,-5.90E-01,6.64E+00,2.95E+02
6424,-1.02E+01,-5.81E-01,6.73E+00,2.95E+02
6425,-1.02E+01,-5.79E-01,6.76E+00,2.95E+02
6426,5.61E+00,-9.65E+00,3.97E+00,2.92E+02
6427,5.60E+00,-9.59E+00,3.97E+00,2.92E+02
6428,5.58E+00,-9.50E+00,3.97E+00,2.92E+02
6429,5.56E+00,-9.39E+00,3.97E+00,2.92E+02
6430,5.52E+00,-9.17E+00,3.97E+00,2.92E+02
6431,5.45E+00,-8.81E+00,3.97E+00,2.93E+02
6432,5.42E+00,-8.65E+00,3.97E+00,2.93E+02
6433,5.35E+00,-8.34E+00,3.96E+00,2.93E+02
6434,5.31E+00,-8.19E+00,3.95E+00,2.93E+02
6435,5.28E+00,-8.08E+00,3.95E+00,2.94E+02
6436,5.23E+00,-7.88E+00,3.95E+00,2.94E+02
6437,5.12E+00,-7.50E+00,3.94E+00,2.94E+02
6438,5.04E+00,-7.19E+00,3.93E+00,2.94E+02
6439,4.87E+00,-6.59E+00,3.91E+00,2.94E+02
6440,4.68E+00,-5.94E+00,3.89E+00,2.94E+02
6441,4.44E+00,-5.11E+00,3.90E+00,2.94E+02
6442,4.34E+00,-4.77E+00,3.90E+00,2.94E+02
6443,4.23E+00,-4.40E+00,3.91E+00,2.94E+02
6444,4.02E+00,-3.69E+00,3.93E+00,2.94E+02
6445,3.79E+00,-2.92E+00,3.94E+00,2.94E+02
6446,3.64E+00,-2.39E+00,3.93E+00,2.94E+02
6447,3.49E+00,-1.80E+00,3.90E+00,2.94E+02
6448,3.39E+00,-1.31E+00,3.85E+00,2.94E+02
6449,3.36E+00,-1.15E+00,3.84E+00,2.94E+02
6450,3.32E+00,-8.58E-01,3.79E+00,2.94E+02
6451,3.30E+00,-7.36E-01,3.77E+00,2.94E+02
6452,3.26E+00,-5.23E-01,3.71E+00,2.94E+02
6453,3.23E+00,-3.70E-01,3.66E+00,2.94E+02
6454,3.21E+00,-2.91E-01,3.62E+00,2.94E+02
6455,3.17E+00,-1.57E-01,3.53E+00,2.94E+02
6456,3.15E+00,-1.24E-01,3.51E+00,2.94E+02
6457,3.12E+00,-6.67E-02,3.45E+00,2.94E+02
6458,3.04E+00,1.36E-02,3.34E+00,2.94E+02
6459,2.94E+00,8.34E-02,3.16E+00,2.94E+02
6460,2.80E+00,1.52E-01,2.94E+00,2.94E+02
6461,2.51E+00,2.66E-01,2.47E+00,2.94E+02
6462,2.46E+00,2.81E-01,2.40E+00,2.94E+02
6463,2.37E+00,3.09E-01,2.25E+00,2.94E+02
6464,2.25E+00,3.50E-01,2.07E+00,2.94E+02
6465,2.19E+00,3.73E-01,1.99E+00,2.94E+02
6466,2.09E+00,4.22E-01,1.86E+00,2.94E+02
6467,1.98E+00,4.91E-01,1.77E+00,2.95E+02
6468,1.96E+00,5.07E-01,1.75E+00,2.95E+02
6469,1.92E+00,5.38E-01,1.73E+00,2.96E+02
6470,1.86E+00,5.98E-01,1.70E+00,2.99E+02
6471,1.82E+00,6.42E-01,1.68E+00,3.01E+02
6472,1.78E+00,6.93E-01,1.66E+00,3.04E+02
6473,1.76E+00,7.14E-01,1.65E+00,3.05E+02
6474,1.73E+00,7.51E-01,1.64E+00,3.06E+02
6475,1.73E+00,7.68E-01,1.64E+00,3.07E+02
6476,1.72E+00,7.99E-01,1.63E+00,3.07E+02
6477,1.71E+00,8.24E-01,1.63E+00,3.08E+02
6478,1.69E+00,8.50E-01,1.62E+00,3.09E+02
6479,1.69E+00,8.61E-01,1.62E+00,3.09E+02
6480,1.69E+00,8.69E-01,1.62E+00,3.09E+02
6481,1.68E+00,8.74E-01,1.62E+00,3.09E+02
6482,1.68E+00,8.77E-01,1.61E+00,3.10E+02
6483,5.46E+00,-9.68E+00,4.15E+00,2.92E+02
6484,5.45E+00,-9.60E+00,4.15E+00,2.92E+02
6485,5.45E+00,-9.59E+00,4.15E+00,2.92E+02
6486,5.44E+00,-9.55E+00,4.15E+00,2.92E+02
6487,5.44E+00,-9.53E+00,4.15E+00,2.92E+02
6488,5.43E+00,-9.52E+00,4.15E+00,2.92E+02
